average_loudness,barkbands_crest.mean,barkbands_crest.stdev,barkbands_flatness_db.mean,barkbands_flatness_db.stdev,barkbands_kurtosis.mean,barkbands_kurtosis.stdev,barkbands_skewness.mean,barkbands_skewness.stdev,barkbands_spread.mean,barkbands_spread.stdev,dissonance.mean,dissonance.stdev,dynamic_complexity,erbbands_crest.mean,erbbands_crest.stdev,erbbands_flatness_db.mean,erbbands_flatness_db.stdev,erbbands_kurtosis.mean,erbbands_kurtosis.stdev,erbbands_skewness.mean,erbbands_skewness.stdev,erbbands_spread.mean,erbbands_spread.stdev,hfc.mean,hfc.stdev,loudness_ebu128.integrated,loudness_ebu128.loudness_range,loudness_ebu128.momentary.mean,loudness_ebu128.momentary.stdev,loudness_ebu128.short_term.mean,loudness_ebu128.short_term.stdev,melbands_crest.mean,melbands_crest.stdev,melbands_flatness_db.mean,melbands_flatness_db.stdev,melbands_kurtosis.mean,melbands_kurtosis.stdev,melbands_skewness.mean,melbands_skewness.stdev,melbands_spread.mean,melbands_spread.stdev,pitch.mean,pitch.stdev,pitch_instantaneous_confidence.mean,pitch_instantaneous_confidence.stdev,pitch_salience.mean,pitch_salience.stdev,silence_rate_20dB.mean,silence_rate_20dB.stdev,silence_rate_30dB.mean,silence_rate_30dB.stdev,silence_rate_60dB.mean,silence_rate_60dB.stdev,silence_rate_90dB.mean,silence_rate_90dB.stdev,sound_start_frame,sound_stop_frame,spectral_centroid.mean,spectral_centroid.stdev,spectral_complexity.mean,spectral_complexity.stdev,spectral_crest.mean,spectral_crest.stdev,spectral_decrease.mean,spectral_decrease.stdev,spectral_energy.mean,spectral_energy.stdev,spectral_energyband_high.mean,spectral_energyband_high.stdev,spectral_energyband_low.mean,spectral_energyband_low.stdev,spectral_energyband_middle_high.mean,spectral_energyband_middle_high.stdev,spectral_energyband_middle_low.mean,spectral_energyband_middle_low.stdev,spectral_entropy.mean,spectral_entropy.stdev,spectral_flatness_db.mean,spectral_flatness_db.stdev,spectral_flux.mean,spectral_flux.stdev,spectral_kurtosis.mean,spectral_kurtosis.stdev,spectral_rms.mean,spectral_rms.stdev,spectral_rolloff.mean,spectral_rolloff.stdev,spectral_skewness.mean,spectral_skewness.stdev,spectral_spread.mean,spectral_spread.stdev,spectral_strongpeak.mean,spectral_strongpeak.stdev,zerocrossingrate.mean,zerocrossingrate.stdev,id
0.004771252162754536, 12.013138771057129, 4.832697868347168, 0.291534960269928, 0.1271592229604721, 15.163323402404785, 30.227914810180664, 0.961710512638092, 2.675694465637207, 11.887009620666504, 13.464101791381836, 0.4057071805000305, 0.10035105794668198, 6.178831100463867, 8.275004386901855, 3.605344772338867, 0.1993567794561386, 0.07517623156309128, 10.29452896118164, 24.81111717224121, 0.7124796509742737, 2.4291117191314697, 5.7055840492248535, 5.918578624725342, 10.027510643005371, 11.244552612304688, -19.57960319519043, 0.9120292663574219, -20.397064208984375, 2.8638131618499756, -19.39617919921875, 0.36176952719688416, 14.639936447143555, 7.380954742431641, 0.3015868067741394, 0.19502009451389313, 26.45733642578125, 58.61834716796875, 1.744703769683838, 3.2086031436920166, 23.922260284423828, 27.944835662841797, 304.21783447265625, 1127.8228759765625, 0.8513319492340088, 0.19831368327140808, 0.5631582140922546, 0.22459284961223602, 1.0, 0.0, 0.9567307829856873, 0.20346249639987946, 0.2788461446762085, 0.44843149185180664, 0.0, 0.0, 0.0, 207.0, 1211.703125, 1285.6190185546875, 9.480769157409668, 7.566348552703857, 12.013138771057129, 4.832697868347168, -4.895870819865422e-09, 8.501690906825843e-09, 0.019387664273381233, 0.03255516663193703, 0.00031253142515197396, 0.0006392304785549641, 0.010162447579205036, 0.029170408844947815, 0.0015607409877702594, 0.002368298824876547, 0.011442414484918118, 0.020029904320836067, 6.4230217933654785, 1.419354796409607, 0.291534960269928, 0.1271592229604721, 0.049635011702775955, 0.052066102623939514, 38.19921112060547, 62.26191329956055, 0.00340719404630363, 0.0027029283810406923, 1759.198486328125, 2030.39697265625, 3.9315059185028076, 3.75142765045166, 4399952.5, 3597877.75, 1.4698047637939453, 1.506683588027954, 0.05796227231621742, 0.05267602205276489,horroSoundRecortado,276971
0.013126574456691742, 13.339293479919434, 3.8478009700775146, 0.3108166456222534, 0.05545581132173538, 23.90691375732422, 21.03488540649414, 3.6475162506103516, 1.4606326818466187, 4.918328762054443, 2.775473117828369, 0.4546593725681305, 0.02638416737318039, 1.7267745733261108, 4.568777561187744, 1.4040316343307495, 0.08965657651424408, 0.025523507967591286, 0.31205418705940247, 1.0835069417953491, 0.890567421913147, 0.3738511800765991, 10.554239273071289, 2.842412233352661, 2.391507625579834, 1.664459228515625, -21.98494529724121, 0.6726722717285156, -22.265785217285156, 1.511212706565857, -22.01803207397461, 0.2522306740283966, 23.48351287841797, 7.453598499298096, 0.40274181962013245, 0.05745556205511093, 41.168243408203125, 42.252197265625, 4.559986114501953, 2.015747547149658, 4.5647358894348145, 2.5980749130249023, 382.9866943359375, 2563.626708984375, 0.1665075421333313, 0.18542569875717163, 0.44571980834007263, 0.15246672928333282, 1.0, 0.0, 0.9585253596305847, 0.19938533008098602, 0.0276497695595026, 0.1639668494462967, 0.004608294926583767, 0.0677276998758316, 0.0, 216.0, 123.98628997802734, 68.52515411376953, 6.43317985534668, 2.0447535514831543, 13.339293479919434, 3.8478009700775146, -7.652180222805782e-09, 1.0579082498907155e-08, 0.02909800596535206, 0.04004928842186928, 1.2303679795877542e-05, 1.1090904081356712e-05, 0.0207612793892622, 0.02998940646648407, 0.0002482009294908494, 0.00014215375995263457, 0.0033070952631533146, 0.002419361611828208, 5.932699203491211, 0.5357715487480164, 0.3108166456222534, 0.05545581132173538, 0.09450438618659973, 0.05703533813357353, 28.564197540283203, 16.88720703125, 0.004733479116111994, 0.0024459112901240587, 189.43260192871094, 120.3016586303711, 4.099747180938721, 1.1364704370498657, 2346672.0, 1967984.125, 0.09183039516210556, 0.12398860603570938, 0.012083273380994797, 0.0061341142281889915,horroSoundRecortado,239969
0.0008880364475771785, 18.293048858642578, 5.227606296539307, 0.3656052052974701, 0.10745517164468765, 86.14952087402344, 115.60813903808594, 6.3195343017578125, 3.957202196121216, 5.109537601470947, 9.915064811706543, 0.43722647428512573, 0.051217157393693924, 9.387333869934082, 8.15633487701416, 3.5530102252960205, 0.1256454885005951, 0.07083731889724731, 8.104093551635742, 17.036598205566406, 1.8351027965545654, 1.8036210536956787, 12.770267486572266, 9.368246078491211, 2.544027328491211, 6.627127170562744, -18.66549301147461, 2.2116565704345703, -23.639902114868164, 8.143839836120605, -19.39800453186035, 0.8695078492164612, 20.848724365234375, 3.639850378036499, 0.4542703926563263, 0.1342305988073349, 118.33634185791016, 108.86697387695312, 6.649345874786377, 3.5863876342773438, 3.068645477294922, 6.130143165588379, 394.05828857421875, 2303.49462890625, 0.6080713868141174, 0.24753473699092865, 0.36062440276145935, 0.13875846564769745, 1.0, 0.0, 0.9354838728904724, 0.24567045271396637, 0.460829496383667, 0.4984637498855591, 0.16129031777381897, 0.367798388004303, 2.0, 216.0, 167.57923889160156, 197.55345153808594, 1.9354838132858276, 1.9546655416488647, 18.293048858642578, 5.227606296539307, -6.277716124714061e-09, 1.544630023886384e-08, 0.023924285545945168, 0.058874521404504776, 1.766150126059074e-05, 6.978314922889695e-05, 0.021733935922384262, 0.053335148841142654, 4.7534627810819075e-05, 9.612285066395998e-05, 0.003262928454205394, 0.011903464794158936, 5.480315685272217, 1.0846214294433594, 0.3656052052974701, 0.10745517164468765, 0.06948509812355042, 0.0898328572511673, 35.44619369506836, 54.75250244140625, 0.0031341586727648973, 0.003676657099276781, 212.55360412597656, 497.8701171875, 4.21732759475708, 3.1348044872283936, 4777737.5, 3562071.0, 0.23646512627601624, 0.29881536960601807, 0.01569250412285328, 0.019483597949147224,horroSoundRecortado,122212
0.27023378014564514, 20.642168045043945, 3.9289357662200928, 0.7091071009635925, 0.23051394522190094, 94.18167877197266, 140.9878387451172, 4.913958549499512, 5.266645908355713, 0.641061544418335, 1.7907382249832153, 0.4413548409938812, 0.0541379489004612, 18.428733825683594, 10.180583000183105, 3.331977605819702, 0.24666963517665863, 0.13469858467578888, 59.44111633300781, 44.58287811279297, 4.437904357910156, 2.501925468444824, 6.449057579040527, 10.196000099182129, 4.809204578399658, 6.904541969299316, -20.323673248291016, 0.0, -28.37843132019043, 11.721928596496582, -26.47063636779785, 0.0, 36.57786178588867, 4.323519229888916, 0.7874758243560791, 0.2235434204339981, 1220.4326171875, 4658.17431640625, 13.665990829467773, 18.36757469177246, 0.3975256383419037, 1.4081768989562988, 8850.47265625, 10618.21875, 0.2130095660686493, 0.3212814927101135, 0.0823114663362503, 0.12650097906589508, 0.6666666865348816, 0.4714045822620392, 0.5, 0.5, 0.3888888955116272, 0.48749810457229614, 0.3055555522441864, 0.46064233779907227, 0.0, 25.0, 36.25933837890625, 36.85699462890625, 0.2222222238779068, 0.41573968529701233, 20.642168045043945, 3.9289357662200928, -6.801584362392532e-08, 9.748727336500451e-08, 0.25714370608329773, 0.36849913001060486, 3.297429884696612e-08, 4.8120178064436914e-08, 0.15961883962154388, 0.22784598171710968, 1.5569268896342692e-07, 2.2431385104937362e-07, 9.410267011844553e-06, 1.3891784874431323e-05, 3.1753430366516113, 1.5173364877700806, 0.7091071009635925, 0.23051394522190094, 0.2147100567817688, 0.21845024824142456, 437.4466552734375, 731.896728515625, 0.011030088178813457, 0.011367017403244972, 53.23486328125, 41.694580078125, 15.11600112915039, 12.626016616821289, 2664531.0, 2825401.5, 0.12896431982517242, 0.3067418336868286, 0.0037299261894077063, 0.005787903908640146,horroSoundRecortado,631657
0.017763743177056313, 12.60932731628418, 5.482950687408447, 0.3053539991378784, 0.08328774571418762, 10.610710144042969, 16.056697845458984, 1.1660841703414917, 1.6729744672775269, 10.016580581665039, 11.605080604553223, 0.41351205110549927, 0.09456241130828857, 7.770445346832275, 8.371888160705566, 3.1488161087036133, 0.2158430814743042, 0.07971253246068954, 9.257026672363281, 14.918482780456543, 1.0375862121582031, 1.6213371753692627, 5.263370513916016, 4.6359758377075195, 13.009647369384766, 21.179893493652344, -19.0133056640625, 0.0, -22.799560546875, 6.0712504386901855, -23.53829002380371, 0.0, 14.305935859680176, 7.466870307922363, 0.34544041752815247, 0.11629360169172287, 8.748517990112305, 13.06093978881836, 1.170459270477295, 1.582741379737854, 15.920328140258789, 15.125905990600586, 410.5492248535156, 1201.1759033203125, 0.519313633441925, 0.20206640660762787, 0.600066065788269, 0.19252027571201324, 1.0, 0.0, 0.9591836929321289, 0.19786442816257477, 0.3877550959587097, 0.4872381091117859, 0.2448979616165161, 0.430026650428772, 0.0, 41.0, 644.0380249023438, 471.5467529296875, 8.183673858642578, 8.465229034423828, 12.60932731628418, 5.482950687408447, -4.758712979224811e-09, 7.643818022984306e-09, 0.01914048381149769, 0.03022267110645771, 5.7408606153330766e-06, 8.147954758896958e-06, 0.0006573960417881608, 0.0015094104455783963, 0.004140747245401144, 0.010570907965302467, 0.014589217491447926, 0.02948153205215931, 6.302671432495117, 0.8712521195411682, 0.3053539991378784, 0.08328774571418762, 0.06933696568012238, 0.06161761283874512, 30.60154914855957, 24.90526008605957, 0.003116736188530922, 0.0029932591132819653, 1087.6466064453125, 1038.098388671875, 3.9945759773254395, 1.9694383144378662, 3210906.5, 3808373.75, 0.9561049938201904, 1.4632679224014282, 0.04049744829535484, 0.029433473944664,horroSoundRecortado,483718
0.43450817465782166, 12.524737358093262, 2.9779303073883057, 0.4725170135498047, 0.05206849426031113, 11.242277145385742, 22.276615142822266, 1.3304389715194702, 1.131512999534607, 1.3410001993179321, 0.6583688259124756, 0.316921591758728, 0.05977609008550644, 2.620231866836548, 10.76170825958252, 2.4128572940826416, 0.25055307149887085, 0.0379980094730854, 18.946279525756836, 19.08319091796875, 2.2638514041900635, 1.623278260231018, 1.6867774724960327, 1.4781312942504883, 2.698364496231079, 1.9329136610031128, -16.944740295410156, 0.76605224609375, -17.711341857910156, 2.8514535427093506, -16.411754608154297, 0.3327599763870239, 19.18849754333496, 4.558274269104004, 0.5895261764526367, 0.060083940625190735, 18.212825775146484, 41.09340286254883, 2.046229124069214, 1.2784597873687744, 1.3310807943344116, 0.7691472768783569, 59.48527526855469, 53.73634719848633, 0.5963016152381897, 0.21380196511745453, 0.4391878545284271, 0.11153507232666016, 1.0, 0.0, 1.0, 0.0, 0.06018518656492233, 0.23782922327518463, 0.009259259328246117, 0.09577839821577072, 0.0, 215.0, 115.6747055053711, 29.328948974609375, 2.9861111640930176, 1.0949348211288452, 12.524737358093262, 2.9779303073883057, -5.813315606673086e-09, 3.6872875863736e-09, 0.022185521200299263, 0.014085382223129272, 1.0240597703159438e-06, 1.0301505426468793e-06, 0.019646065309643745, 0.013043324463069439, 3.5373411719774595e-06, 2.6817244815902086e-06, 0.006520045921206474, 0.006617788225412369, 4.353604316711426, 0.4061559736728668, 0.4725170135498047, 0.05206849426031113, 0.06067902594804764, 0.02297784388065338, 83.52262115478516, 50.11496353149414, 0.004386278335005045, 0.001550800516270101, 167.48052978515625, 71.85704040527344, 7.813451290130615, 2.034456491470337, 1690675.0, 1463519.0, 0.3365224301815033, 0.31847405433654785, 0.007882577367126942, 0.018570037558674812,horroSoundRecortado,277615
0.020608222112059593, 10.7728910446167, 4.71157693862915, 0.21103648841381073, 0.07795122265815735, 11.789603233337402, 35.70017623901367, 0.19656072556972504, 2.6199262142181396, 16.298757553100586, 17.522445678710938, 0.44028642773628235, 0.07795308530330658, 16.700450897216797, 8.20899772644043, 2.8417325019836426, 0.22615410387516022, 0.06353456526994705, 7.028651714324951, 10.875945091247559, -0.8740561008453369, 1.959804892539978, 4.7364068031311035, 4.445042133331299, 50.52202606201172, 79.2813949584961, -17.091854095458984, 6.337486267089844, -28.072689056396484, 17.10820770263672, -20.358291625976562, 2.660729169845581, 12.744807243347168, 6.657180309295654, 0.23644782602787018, 0.11233535408973694, 11.896449089050293, 44.05061340332031, 0.9212753772735596, 2.4121272563934326, 44.972259521484375, 52.81201171875, 1042.7257080078125, 2592.66748046875, 0.7047364711761475, 0.22611747682094574, 0.6241019368171692, 0.16832873225212097, 1.0, 0.0, 0.8771929740905762, 0.32821550965309143, 0.4093567132949829, 0.4917146861553192, 0.17543859779834747, 0.3803419768810272, 4.0, 167.0, 1953.9742431640625, 1924.9049072265625, 13.497076034545898, 12.752876281738281, 10.7728910446167, 4.71157693862915, -7.69039232295654e-09, 1.1789345499835235e-08, 0.03360779955983162, 0.05164046958088875, 0.00012911228986922652, 0.00017464520351495594, 4.525225085671991e-05, 6.885833863634616e-05, 0.026590105146169662, 0.042522188276052475, 0.0069102332927286625, 0.01098270807415247, 7.288815498352051, 1.0148264169692993, 0.21103648841381073, 0.07795122265815735, 0.07011701911687851, 0.06610514223575592, 7.3112688064575195, 5.375430107116699, 0.004073732998222113, 0.004024028312414885, 2928.388916015625, 2943.7041015625, 2.3539276123046875, 1.183224081993103, 9333112.0, 5531928.5, 2.9710512161254883, 3.9111576080322266, 0.09062899649143219, 0.08193503320217133,horroSoundRecortado,72717
0.01875813491642475, 13.008726119995117, 3.4102320671081543, 0.32719799876213074, 0.04713090509176254, 7.980691432952881, 8.66919231414795, 2.307464361190796, 1.0371625423431396, 6.387477397918701, 3.9909610748291016, 0.42964550852775574, 0.039065681397914886, 7.663398265838623, 6.512260437011719, 1.9776500463485718, 0.16642427444458008, 0.04577586054801941, -0.09398749470710754, 1.3186694383621216, 0.4945816099643707, 0.6921626329421997, 6.8006062507629395, 2.3472824096679688, 3.761482000350952, 5.60106086730957, -20.045761108398438, 5.232259750366211, -24.432723999023438, 6.09096097946167, -23.082523345947266, 1.962711215019226, 17.998645782470703, 4.73134183883667, 0.4173625409603119, 0.05502818524837494, 16.035404205322266, 15.113143920898438, 3.2938597202301025, 1.2820478677749634, 7.020219802856445, 5.079609394073486, 177.47775268554688, 883.695068359375, 0.7053528428077698, 0.15824662148952484, 0.5030350685119629, 0.08676859736442566, 1.0, 0.0, 1.0, 0.0, 0.42396312952041626, 0.4941842555999756, 0.0, 0.0, 0.0, 216.0, 262.8909912109375, 87.36001586914062, 6.474654197692871, 4.264369010925293, 13.008726119995117, 3.4102320671081543, -3.6160034966314925e-09, 5.561981986090814e-09, 0.01398880872875452, 0.021471722051501274, 9.921093351294985e-07, 2.300890628248453e-06, 0.003215741366147995, 0.0033177013974636793, 0.0008079319377429783, 0.001808783272281289, 0.011513655073940754, 0.020958302542567253, 5.722060680389404, 0.38718798756599426, 0.32719799876213074, 0.04713090509176254, 0.03179419785737991, 0.025707876309752464, 53.785911560058594, 30.606063842773438, 0.0029175393283367157, 0.002266182564198971, 417.8636474609375, 297.8723449707031, 5.297640800476074, 1.5965250730514526, 1639839.375, 2240761.0, 0.4581853747367859, 0.68764328956604, 0.016453053802251816, 0.006096281111240387,horroSoundRecortado,614307
0.0034865131601691246, 12.002942085266113, 4.378112316131592, 0.34632498025894165, 0.07336565852165222, 8.155951499938965, 16.98805046081543, 0.4993301331996918, 2.609900951385498, 16.730165481567383, 14.250848770141602, 0.4515860676765442, 0.05757143720984459, 5.690645694732666, 8.93631649017334, 3.1006815433502197, 0.30105122923851013, 0.07571649551391602, 7.359747886657715, 20.482627868652344, -0.05913639813661575, 2.5653083324432373, 7.704409599304199, 6.150651454925537, 30.645654678344727, 48.07514190673828, -14.965300559997559, 3.146002769470215, -17.80079460144043, 5.155346870422363, -17.042713165283203, 1.076777458190918, 13.663016319274902, 5.1748151779174805, 0.30180084705352783, 0.09419763833284378, 12.308414459228516, 23.72959327697754, 1.5416643619537354, 2.3611555099487305, 39.50953674316406, 41.954254150390625, 1799.1236572265625, 2353.833984375, 0.6054639220237732, 0.17265328764915466, 0.6298871040344238, 0.10075727105140686, 1.0, 0.0, 0.9485981464385986, 0.22081580758094788, 0.36915886402130127, 0.4825775921344757, 0.028037382289767265, 0.165080264210701, 0.0, 213.0, 2118.16552734375, 1515.8446044921875, 9.537383079528809, 7.764405727386475, 12.002942085266113, 4.378112316131592, -4.543399434453477e-09, 8.738370915750693e-09, 0.0199274905025959, 0.03577303886413574, 0.0023728394880890846, 0.006426011212170124, 6.410699597836356e-07, 1.1855988759634783e-06, 0.006737125106155872, 0.016768716275691986, 0.011596223339438438, 0.02896265871822834, 6.966556549072266, 0.570356547832489, 0.34632498025894165, 0.07336565852165222, 0.07414121925830841, 0.06425654888153076, 13.09677505493164, 24.10263442993164, 0.0032774375285953283, 0.0029495530761778355, 3102.290771484375, 2152.181884765625, 1.3271584510803223, 1.7394118309020996, 3652314.5, 2367634.0, 2.3143980503082275, 3.583848714828491, 0.11058657616376877, 0.07094687223434448,horroSoundRecortado,442570
0.6176702976226807, 21.257884979248047, 4.127590179443359, 0.7835566401481628, 0.13266724348068237, 18.973861694335938, 32.68255615234375, 1.9021782875061035, 2.3369932174682617, 0.5149834752082825, 1.1669694185256958, 0.2764703035354614, 0.1423352211713791, 3.1094207763671875, 13.108085632324219, 2.8862829208374023, 0.4449090361595154, 0.08105162531137466, 38.7351188659668, 49.751522064208984, 2.5524134635925293, 2.1235709190368652, 0.5744919180870056, 1.4856476783752441, 32.41075897216797, 21.254642486572266, -9.661630630493164, 0.0, -10.154751777648926, 2.018467664718628, -10.422872543334961, 0.0, 27.3281192779541, 6.830826282501221, 0.9241719245910645, 0.11248639225959778, 7.072507858276367, 9.663654327392578, 1.835951805114746, 1.197295069694519, 0.5228337049484253, 0.9653046727180481, 291.9296875, 2173.865966796875, 0.887337863445282, 0.21632449328899384, 0.1978103518486023, 0.14288173615932465, 0.6336633563041687, 0.4818032383918762, 0.019801979884505272, 0.1393192857503891, 0.009900989942252636, 0.09900990128517151, 0.009900989942252636, 0.09900990128517151, 0.0, 99.0, 84.07858276367188, 40.05778121948242, 3.02970290184021, 2.8195040225982666, 21.257884979248047, 4.127590179443359, -1.0713750953073031e-07, 6.244130190680153e-08, 0.4073016047477722, 0.23713693022727966, 6.214209946620031e-08, 8.453991995338583e-08, 0.38695451617240906, 0.22489343583583832, 0.00012411599163897336, 0.0007667780155315995, 0.03046513721346855, 0.054320696741342545, 2.9963176250457764, 0.795997679233551, 0.7835566401481628, 0.13266724348068237, 0.09984852373600006, 0.1214892640709877, 953.3258056640625, 1054.0185546875, 0.0191709715873003, 0.005462704226374626, 106.3868179321289, 56.99741744995117, 24.8674373626709, 12.551946640014648, 871712.5625, 2823965.25, 1.5869426727294922, 0.6702037453651428, 0.003456644481047988, 0.0015080129960551858,horroSoundRecortado,58757
