average_loudness,barkbands_crest.mean,barkbands_crest.stdev,barkbands_flatness_db.mean,barkbands_flatness_db.stdev,barkbands_kurtosis.mean,barkbands_kurtosis.stdev,barkbands_skewness.mean,barkbands_skewness.stdev,barkbands_spread.mean,barkbands_spread.stdev,dissonance.mean,dissonance.stdev,dynamic_complexity,erbbands_crest.mean,erbbands_crest.stdev,erbbands_flatness_db.mean,erbbands_flatness_db.stdev,erbbands_kurtosis.mean,erbbands_kurtosis.stdev,erbbands_skewness.mean,erbbands_skewness.stdev,erbbands_spread.mean,erbbands_spread.stdev,hfc.mean,hfc.stdev,loudness_ebu128.integrated,loudness_ebu128.loudness_range,loudness_ebu128.momentary.mean,loudness_ebu128.momentary.stdev,loudness_ebu128.short_term.mean,loudness_ebu128.short_term.stdev,melbands_crest.mean,melbands_crest.stdev,melbands_flatness_db.mean,melbands_flatness_db.stdev,melbands_kurtosis.mean,melbands_kurtosis.stdev,melbands_skewness.mean,melbands_skewness.stdev,melbands_spread.mean,melbands_spread.stdev,pitch.mean,pitch.stdev,pitch_instantaneous_confidence.mean,pitch_instantaneous_confidence.stdev,pitch_salience.mean,pitch_salience.stdev,silence_rate_20dB.mean,silence_rate_20dB.stdev,silence_rate_30dB.mean,silence_rate_30dB.stdev,silence_rate_60dB.mean,silence_rate_60dB.stdev,silence_rate_90dB.mean,silence_rate_90dB.stdev,sound_start_frame,sound_stop_frame,spectral_centroid.mean,spectral_centroid.stdev,spectral_complexity.mean,spectral_complexity.stdev,spectral_crest.mean,spectral_crest.stdev,spectral_decrease.mean,spectral_decrease.stdev,spectral_energy.mean,spectral_energy.stdev,spectral_energyband_high.mean,spectral_energyband_high.stdev,spectral_energyband_low.mean,spectral_energyband_low.stdev,spectral_energyband_middle_high.mean,spectral_energyband_middle_high.stdev,spectral_energyband_middle_low.mean,spectral_energyband_middle_low.stdev,spectral_entropy.mean,spectral_entropy.stdev,spectral_flatness_db.mean,spectral_flatness_db.stdev,spectral_flux.mean,spectral_flux.stdev,spectral_kurtosis.mean,spectral_kurtosis.stdev,spectral_rms.mean,spectral_rms.stdev,spectral_rolloff.mean,spectral_rolloff.stdev,spectral_skewness.mean,spectral_skewness.stdev,spectral_spread.mean,spectral_spread.stdev,spectral_strongpeak.mean,spectral_strongpeak.stdev,zerocrossingrate.mean,zerocrossingrate.stdev,clase
3.992465281044133e-06, 13.83582878112793, 4.40852689743042, 0.18759310245513916, 0.0941886305809021, 43.952762603759766, 59.4970817565918, 4.821797847747803, 3.7509186267852783, 23.051801681518555, 22.19896697998047, 0.48386722803115845, 0.01833553984761238, 10.490976333618164, 3.04302978515625, 0.8767887353897095, 0.05627046525478363, 0.027552105486392975, 0.24457857012748718, 0.8718464374542236, -0.47689157724380493, 0.4618920087814331, 13.364876747131348, 5.5435075759887695, 0.42034679651260376, 1.536044716835022, -37.13020706176758, 10.100296020507812, -44.95384216308594, 7.0608906745910645, -42.79224395751953, 3.269852876663208, 32.44077682495117, 8.601536750793457, 0.2541801333427429, 0.11394552886486053, 173.48086547851562, 308.76361083984375, 9.295648574829102, 7.204492092132568, 23.226058959960938, 35.167503356933594, 751.9034423828125, 1922.78759765625, 0.18860399723052979, 0.2018808275461197, 0.24040506780147552, 0.22755944728851318, 1.0, 0.0, 1.0, 0.0, 0.9722222089767456, 0.16433532536029816, 0.40740740299224854, 0.49135178327560425, 0.0, 215.0, 680.2725830078125, 1029.03466796875, 0.1805555522441864, 1.6914230585098267, 13.83582878112793, 4.40852689743042, -2.64719940412661e-10, 1.2271699212362819e-09, 0.0010372375836595893, 0.00467622559517622, 3.138492684229277e-05, 0.00011162546434206888, 0.0008192558889277279, 0.0041758837178349495, 7.909238047432154e-05, 0.0005984050803817809, 5.5907508794916794e-05, 0.0004942687810398638, 8.065610885620117, 0.9544763565063477, 0.18759310245513916, 0.0941886305809021, 0.012588816694915295, 0.021661443635821342, 1.8516069650650024, 3.692305564880371, 0.0005993457161821425, 0.0008079133694991469, 1132.88427734375, 2127.02490234375, 1.4611481428146362, 0.5616430640220642, 26963824.0, 6400206.0, 0.017842870205640793, 0.03460297733545303, 0.039091888815164566, 0.031255513429641724,interferences
0.024216443300247192, 8.005828857421875, 4.684261798858643, 0.08098509907722473, 0.03873387724161148, 1.936218500137329, 5.905184268951416, 0.913990318775177, 1.3641045093536377, 34.716773986816406, 15.481061935424805, 0.4726719856262207, 0.0521027036011219, 6.283193588256836, 4.088417053222656, 1.3419915437698364, 0.07591354846954346, 0.03203294798731804, 0.4902261197566986, 1.6697235107421875, -0.3646393418312073, 0.6062052845954895, 9.11821174621582, 3.6186158657073975, 10.328386306762695, 28.47446060180664, -25.803205490112305, 0.0, -28.28167152404785, 4.670003414154053, -28.68099021911621, 0.0, 14.724006652832031, 8.866826057434082, 0.13841140270233154, 0.06004680320620537, 9.017315864562988, 17.548341751098633, 2.1152377128601074, 1.9081696271896362, 43.224082946777344, 25.087785720825195, 607.3762817382812, 2530.375732421875, 0.2608051896095276, 0.1822589635848999, 0.6434512734413147, 0.1888158619403839, 1.0, 0.0, 1.0, 0.0, 0.5641025900840759, 0.49587371945381165, 0.11538461595773697, 0.3194856345653534, 0.0, 76.0, 1183.3961181640625, 766.3983154296875, 9.423076629638672, 13.303668022155762, 8.005828857421875, 4.684261798858643, -1.3801874088059662e-09, 2.353764516627166e-09, 0.006145960185676813, 0.011136490851640701, 0.0006617404869757593, 0.0026389211416244507, 0.0015944390324875712, 0.002750827930867672, 0.0026944424025714397, 0.006156228948384523, 0.0011563804000616074, 0.002321341773495078, 8.331103324890137, 0.4286186397075653, 0.08098509907722473, 0.03873387724161148, 0.05427581071853638, 0.04937884584069252, 4.285606384277344, 3.3004448413848877, 0.0017651861999183893, 0.001697107800282538, 2252.15234375, 1588.7061767578125, 1.8747482299804688, 0.5782842040061951, 14988907.0, 5681870.5, 0.09374244511127472, 0.22237640619277954, 0.058600008487701416, 0.024988548830151558,interferences
9.244980901712552e-06, 20.325246810913086, 6.148467540740967, 0.1919562816619873, 0.09919790178537369, 94.64159393310547, 222.5565643310547, 6.5958781242370605, 6.382260322570801, 25.910871505737305, 27.434589385986328, 0.4855717718601227, 0.016467886045575142, 5.18422794342041, 2.8008463382720947, 0.678590714931488, 0.04477065056562424, 0.0274166539311409, 0.4559842050075531, 1.1207945346832275, -0.7252055406570435, 0.3960306644439697, 13.853839874267578, 6.0645246505737305, 0.7381767630577087, 2.0794124603271484, -39.6910514831543, 6.5692291259765625, -43.939971923828125, 5.2629313468933105, -42.218109130859375, 2.0817067623138428, 31.936094284057617, 7.8523383140563965, 0.2191273421049118, 0.09755567461252213, 128.736328125, 285.77935791015625, 7.895382881164551, 6.725777626037598, 26.759336471557617, 32.12958526611328, 5480.08056640625, 7637.3017578125, 0.06009843572974205, 0.1071443110704422, 0.2384338676929474, 0.20511001348495483, 1.0, 0.0, 1.0, 0.0, 0.9308755993843079, 0.25366511940956116, 0.10599078238010406, 0.3078259229660034, 0.0, 216.0, 636.03955078125, 862.2998046875, 0.36866360902786255, 2.0818607807159424, 20.325246810913086, 6.148467540740967, -5.92516424813283e-10, 2.0869928007982708e-09, 0.002303249901160598, 0.007963985204696655, 5.436481660581194e-05, 0.00015562055341433734, 0.0010237849783152342, 0.005303089506924152, 0.00011164040915900841, 0.0003902821335941553, 4.818920206162147e-05, 0.00034465172211639583, 8.256152153015137, 0.9818118214607239, 0.1919562816619873, 0.09919790178537369, 0.02205321379005909, 0.027476144954562187, 0.34588050842285156, 1.6029176712036133, 0.000983896665275097, 0.001130937715061009, 1017.318603515625, 1964.39697265625, 1.1190963983535767, 0.4250381290912628, 35298496.0, 6341730.0, 0.006131717469543219, 0.028912894427776337, 0.023140480741858482, 0.01691487617790699,interferences
1.4113169299889705e-07, 5.03216028213501, 2.1949472427368164, 0.06568629294633865, 0.03852275386452675, 1.6703219413757324, 4.27787446975708, -1.0640300512313843, 0.9077422618865967, 30.85552406311035, 15.249568939208984, 0.489287406206131, 0.01595987193286419, 18.552349090576172, 4.257368087768555, 1.322786808013916, 0.1336662471294403, 0.04283618554472923, 0.8230485916137695, 1.6761871576309204, -0.8007049560546875, 0.5942989587783813, 8.632065773010254, 3.603652000427246, 1.6507344245910645, 10.197452545166016, -34.825408935546875, 0.13045501708984375, -47.719627380371094, 9.646644592285156, -35.8756217956543, 0.06522426754236221, 4.272693634033203, 2.224323272705078, 0.0314873531460762, 0.0259631909430027, 0.07040558010339737, 6.5720744132995605, 0.20865407586097717, 0.9221093058586121, 102.74242401123047, 32.83858871459961, 1442.19482421875, 2977.14599609375, 0.244501531124115, 0.11585072427988052, 0.7979721426963806, 0.055518440902233124, 1.0, 0.0, 1.0, 0.0, 0.981566846370697, 0.13451164960861206, 0.861751139163971, 0.3451613485813141, 2.0, 214.0, 5045.515625, 1620.0731201171875, 0.2857142984867096, 2.266047239303589, 5.03216028213501, 2.1949472427368164, -3.126663511432426e-11, 1.9539977968996425e-10, 0.00026773405261337757, 0.0016505519161000848, 0.00018113582336809486, 0.001114232698455453, 3.5903548223359394e-07, 1.3824721918354044e-06, 7.881275087129325e-05, 0.0005031609907746315, 8.581469955970533e-06, 6.31992079433985e-05, 9.230999946594238, 0.23837171494960785, 0.06568629294633865, 0.03852275386452675, 0.005759429186582565, 0.013309894129633904, 0.3814181983470917, 0.8966103792190552, 0.00019007804803550243, 0.00047441988135688007, 8407.5732421875, 2074.554443359375, 0.7634294033050537, 0.3505678176879883, 19408000.0, 3489402.5, 0.09085795283317566, 0.35240858793258667, 0.2530534565448761, 0.06436964124441147,interferences
0.010851428844034672, 2.7504119873046875, 0.9444738626480103, 0.017445500940084457, 0.013490557670593262, -0.6686646342277527, 0.7238909006118774, -0.1269226372241974, 0.42864057421684265, 44.50582504272461, 7.534047603607178, 0.4876053035259247, 0.017437884584069252, 3.016733407974243, 2.9031949043273926, 0.5277562141418457, 0.08339883387088776, 0.012703473679721355, -0.41879141330718994, 0.3454762101173401, -0.17983588576316833, 0.22963349521160126, 9.85326099395752, 1.5340954065322876, 0.8535741567611694, 2.56443452835083, -41.24764633178711, 0.47814178466796875, -41.556663513183594, 1.6420212984085083, -40.82904052734375, 0.1607162058353424, 4.066738605499268, 1.193220853805542, 0.03943799436092377, 0.013865611515939236, 0.23433716595172882, 0.6124475002288818, 0.7973572611808777, 0.29139000177383423, 72.17574310302734, 18.001163482666016, 214.4604034423828, 1487.2177734375, 0.20988091826438904, 0.10530160367488861, 0.8091121315956116, 0.05723793804645538, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.7465437650680542, 0.4349895417690277, 0.0, 216.0, 3738.28173828125, 1812.5411376953125, 0.0, 0.0, 2.7504119873046875, 0.9444738626480103, -1.667456277221202e-11, 2.750474153989657e-11, 0.00014035536150913686, 0.00027208522078581154, 6.0450580349424854e-05, 0.0001886185782495886, 4.442027147888439e-06, 4.479956260183826e-06, 5.4744956287322566e-05, 0.0001030815183185041, 1.8772285329760052e-05, 2.234831845271401e-05, 9.419337272644043, 0.2253262847661972, 0.017445500940084457, 0.013490557670593262, 0.008479125797748566, 0.007651012856513262, -0.27564510703086853, 0.9603986144065857, 0.00030525660258717835, 0.00020916626090183854, 7226.91796875, 3450.251953125, 0.8544410467147827, 0.36434170603752136, 35199660.0, 3721274.25, 0.026421934366226196, 0.02824288234114647, 0.19933125376701355, 0.018170027062296867,interferences
1.1011999049514998e-05, 20.591585159301758, 6.859151840209961, 0.24650198221206665, 0.14703193306922913, 340.38177490234375, 710.5375366210938, 11.366363525390625, 12.99315357208252, 26.91660499572754, 31.568662643432617, 0.4839750826358795, 0.02463460899889469, 6.510510444641113, 3.412637948989868, 1.4780893325805664, 0.05545685440301895, 0.0327393040060997, 0.41564080119132996, 1.5597325563430786, -0.683326244354248, 0.5617564916610718, 17.766559600830078, 11.778396606445312, 0.8562648296356201, 4.839797019958496, -35.70056915283203, 6.736091613769531, -43.55669403076172, 6.691908836364746, -40.936004638671875, 2.8309683799743652, 33.179290771484375, 9.144388198852539, 0.269089937210083, 0.1518264263868332, 717.0519409179688, 1507.0616455078125, 16.272171020507812, 18.710790634155273, 31.745328903198242, 43.363162994384766, 6766.07958984375, 7762.15234375, 0.07359230518341064, 0.11702742427587509, 0.20786641538143158, 0.23547574877738953, 1.0, 0.0, 1.0, 0.0, 0.9308755993843079, 0.25366511940956116, 0.28110599517822266, 0.4495394229888916, 0.0, 216.0, 790.6851196289062, 1183.8076171875, 0.3317972421646118, 2.69161057472229, 20.591585159301758, 6.859151840209961, -3.9734265877555686e-10, 2.120161379792762e-09, 0.0015773297054693103, 0.008405718952417374, 5.145960676600225e-05, 0.00021149804524611682, 0.00043408243800513446, 0.0017817242769524455, 0.00019357280689291656, 0.0016546437982469797, 0.0003427686169743538, 0.0047946651466190815, 7.776525974273682, 1.5446926355361938, 0.24650198221206665, 0.14703193306922913, 0.020567744970321655, 0.03516748920083046, 0.562637448310852, 2.0170159339904785, 0.0007243055733852088, 0.0010070943972095847, 1428.3350830078125, 2575.209228515625, 1.1669552326202393, 0.5591018795967102, 35901988.0, 8673205.0, 0.002969152294099331, 0.007884891703724861, 0.02660120278596878, 0.027160674333572388,interferences
6.068617949495092e-06, 9.559795379638672, 4.638839244842529, 0.09950359910726547, 0.04927300289273262, 3.767982006072998, 14.352869987487793, 0.4595622718334198, 1.9037888050079346, 56.813751220703125, 40.120872497558594, 0.49033644795417786, 0.013895232230424881, 23.298778533935547, 4.732389450073242, 1.8317985534667969, 0.10565371066331863, 0.05863671377301216, 0.9578012228012085, 1.801349401473999, -0.3748151659965515, 0.7115750312805176, 9.283307075500488, 5.585587024688721, 4.178038597106934, 18.706939697265625, -28.51793098449707, 6.363264083862305, -45.21333694458008, 14.830317497253418, -33.64170837402344, 3.0679163932800293, 18.96600914001465, 10.677234649658203, 0.1344699263572693, 0.08230883628129959, 21.208545684814453, 58.120750427246094, 2.609642267227173, 3.3514232635498047, 56.568992614746094, 40.051395416259766, 2764.321044921875, 6241.32861328125, 0.37234264612197876, 0.16725318133831024, 0.6090976595878601, 0.205913707613945, 1.0, 0.0, 1.0, 0.0, 0.9493087530136108, 0.21936571598052979, 0.7050691246986389, 0.45601123571395874, 29.0, 204.0, 3476.781005859375, 2539.88037109375, 1.7603687047958374, 7.41635274887085, 9.559795379638672, 4.638839244842529, -1.7711851429957903e-10, 7.671815405174698e-10, 0.0010474466253072023, 0.004560304339975119, 0.00034756111563183367, 0.0016332232626155019, 1.3837649930792395e-05, 4.1153092752210796e-05, 0.0006681936793029308, 0.003068777034059167, 2.1809548343298957e-05, 0.00010712211951613426, 9.005823135375977, 0.4568156898021698, 0.09950359910726547, 0.04927300289273262, 0.012768181972205639, 0.025867801159620285, 0.3774682581424713, 1.6450234651565552, 0.0004157248476985842, 0.0009214510791935027, 7065.6708984375, 6032.15771484375, 0.8228563666343689, 0.6506953239440918, 30359814.0, 14774105.0, 0.1073903888463974, 0.40775012969970703, 0.19429543614387512, 0.09716819226741791,interferences
0.0008339960477314889, 18.83519172668457, 4.355425834655762, 0.25873953104019165, 0.09380409866571426, 154.63621520996094, 239.59457397460938, 9.510871887207031, 6.18741512298584, 12.364463806152344, 15.077841758728027, 0.4844503402709961, 0.013457388617098331, 3.0473456382751465, 3.0057191848754883, 1.437234878540039, 0.02767890691757202, 0.016602972522377968, -0.45975881814956665, 1.1609145402908325, -0.4568575620651245, 0.5596670508384705, 24.945480346679688, 8.919195175170898, 0.015091641806066036, 0.028645671904087067, -53.48439407348633, 1.7257919311523438, -54.36664581298828, 2.805067777633667, -53.094390869140625, 0.649895191192627, 33.76240921020508, 5.325611591339111, 0.33784013986587524, 0.09823700040578842, 633.635009765625, 901.01123046875, 18.514297485351562, 12.08480167388916, 5.871165752410889, 10.104592323303223, 9086.5458984375, 9182.7373046875, 0.28952687978744507, 0.25187402963638306, 0.2150389850139618, 0.14201565086841583, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.6774193644523621, 0.46746355295181274, 3.0, 216.0, 426.5431213378906, 560.24267578125, 0.0, 0.0, 18.83519172668457, 4.355425834655762, -3.926085498373588e-11, 7.239918387025313e-11, 0.0001495484175393358, 0.0002737371250987053, 6.62026707232144e-07, 1.2287102890695678e-06, 9.272329771192744e-05, 0.0001574843336129561, 1.3748540368396789e-06, 1.0375181773270015e-05, 5.836285481564119e-07, 1.917808049256564e-06, 7.738447189331055, 1.0186171531677246, 0.25873953104019165, 0.09380409866571426, 0.005584417842328548, 0.004522828850895166, -0.10381078720092773, 1.1856961250305176, 0.00029779886244796216, 0.00023920030798763037, 293.52618408203125, 1168.0242919921875, 1.0150222778320312, 0.43479669094085693, 48401388.0, 9756754.0, 0.005075150169432163, 0.009225580841302872, 0.05156879872083664, 0.04911794513463974,interferences
0.001313666463829577, 9.147929191589355, 6.362699508666992, 0.11816293001174927, 0.10549058020114899, 48.567691802978516, 101.20938873291016, 2.7351930141448975, 5.3314337730407715, 34.62900161743164, 23.94670867919922, 0.47822511196136475, 0.024390315636992455, 9.070387840270996, 5.234541893005371, 2.3839809894561768, 0.093932144343853, 0.03131791204214096, 1.5997123718261719, 3.1829640865325928, -0.1250864416360855, 1.3298234939575195, 10.891489028930664, 5.4622697830200195, 0.30716124176979065, 0.8128754496574402, -42.88893127441406, 1.1482925415039062, -46.30868911743164, 6.195382118225098, -42.82304382324219, 0.35851335525512695, 14.400474548339844, 8.118083953857422, 0.16161784529685974, 0.1593049168586731, 64.26282501220703, 116.15111541748047, 3.4561097621917725, 4.036345481872559, 64.5066146850586, 49.929176330566406, 351.856201171875, 996.9489135742188, 0.4834907352924347, 0.3042735457420349, 0.5927356481552124, 0.2170305699110031, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.7788018584251404, 0.4150536060333252, 6.0, 215.0, 2298.037109375, 1707.596435546875, 0.004608294926583767, 0.06772775948047638, 9.147929191589355, 6.362699508666992, -1.4228631294022076e-11, 2.865813836239184e-11, 8.156258991220966e-05, 0.0001765818306012079, 3.2269897928927094e-05, 9.083766781259328e-05, 6.427285825338913e-06, 9.786931514099706e-06, 3.338602255098522e-05, 7.718084816588089e-05, 1.0492630281078164e-05, 2.369594767515082e-05, 8.436359405517578, 1.0734137296676636, 0.11816293001174927, 0.10549058020114899, 0.005183769389986992, 0.005378081928938627, 1.0525158643722534, 1.228902816772461, 0.00019874863210134208, 0.000200180453248322, 4172.87255859375, 3118.148681640625, 1.219523310661316, 0.45555001497268677, 22474736.0, 5708774.0, 0.028810884803533554, 0.06724050641059875, 0.12104424834251404, 0.07918771356344223,interferences
7.174986239988357e-05, 16.486345291137695, 5.927433013916016, 0.15405717492103577, 0.0757792741060257, 24.830551147460938, 47.41408920288086, 3.814802646636963, 3.220601797103882, 38.69350814819336, 29.712865829467773, 0.48624855279922485, 0.015340729616582394, 4.3698835372924805, 3.4037387371063232, 0.7811315655708313, 0.04808751493692398, 0.023833192884922028, 1.085138201713562, 1.7576950788497925, -1.1117138862609863, 0.575421929359436, 16.11912727355957, 6.684565544128418, 0.07654150575399399, 0.5110888481140137, -47.88488006591797, 2.5869140625, -53.43534851074219, 5.8818793296813965, -48.43630599975586, 1.1760836839675903, 27.266653060913086, 8.036575317382812, 0.2058401107788086, 0.07814550399780273, 80.20539093017578, 124.55693817138672, 6.964888572692871, 4.716831207275391, 29.123531341552734, 35.61404800415039, 2994.3447265625, 2807.966552734375, 0.15733091533184052, 0.17491698265075684, 0.3624650537967682, 0.20647378265857697, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.9447004795074463, 0.2285640984773636, 0.0, 215.0, 1000.6906127929688, 1016.987548828125, 0.0552995391190052, 0.49577197432518005, 16.486345291137695, 5.927433013916016, -1.655237925890507e-11, 8.371026094522449e-11, 6.941508036106825e-05, 0.0003618293849285692, 4.579707820084877e-06, 2.435350870655384e-05, 1.8221067875856534e-05, 4.165546124568209e-05, 1.6890438928385265e-05, 0.00014114317309577018, 2.099216180795338e-05, 0.00017482183466199785, 8.706336975097656, 0.6221844553947449, 0.15405717492103577, 0.0757792741060257, 0.004666436463594437, 0.008121689781546593, -0.255048930644989, 1.08342444896698, 0.00016425983631052077, 0.00020184337336104363, 1675.718505859375, 2610.80908203125, 0.8354004621505737, 0.36336398124694824, 36846648.0, 5471635.0, 0.0018903191667050123, 0.004231689963489771, 0.08047640323638916, 0.04774316027760506,interferences
